ra,dec,z
144.06352551155533,2.656161245530761,0.06360213033112597
205.7279768741594,-23.737251396564442,0.057953901812547254
189.0445072341553,-20.578068132996137,0.029108841210295167
179.57181446891306,-21.68584727289454,0.08780435602291427
333.8760159394416,3.8524901922489008,0.04262030892034562
201.95867059072117,-9.075668756442724,0.052375795039747174
86.80388698634573,-24.86955730189705,0.05243739119009342
188.29086748105365,-9.80494154587252,0.031193176464679312
104.14900080289887,-21.996943212032107,0.09057266719527418
50.30078165754316,29.503616642895018,0.04738603314738599
254.4246727409097,21.057287447936417,0.0592035214427637
328.7098574270788,15.623653154717466,0.08271124902317131
302.370137440308,-27.81762154679595,0.06854161867737124
226.99722865304815,-1.6319848974667153,0.01571163330086875
339.43171888461495,0.13133499289646267,0.06206379313357892
153.51897415075504,-13.442036618863554,0.09990897536368532
6.610163493583929,12.860836522732441,0.09221770228397785
329.59958310453607,-1.2418886415500765,0.09313110417322862
146.87967544332352,3.350308855260522,0.026922448812184724
204.09951285600704,29.17989372816784,0.08834547045901002
10.253706326256546,8.12938797904205,0.053867941854798825
229.44840659286962,28.052184795472954,0.04533704464010922
318.3434776642608,22.482921727587588,0.07224076297814004
314.32966752741237,-19.63735262181312,0.06293031443341174
77.96368178946685,12.473444101235827,0.05498864901548868
127.15137507536139,9.162361534206198,0.07560783969997872
276.83872500253005,-5.259211222822408,0.046653855482757425
10.93912478719066,-27.950003310771198,0.08136999813833833
55.52585193545519,7.077060035582555,0.03185202364637491
118.90989605449602,5.564726800073643,0.039206176502456204
3.9075479793159396,-6.396197089012606,0.01944911907161871
312.36999532425034,-14.889051865054231,0.09466400511613658
73.07434245518411,28.42961436537665,0.04026310408601322
324.2699690630461,-2.6367190238217866,0.0803344176677619
188.43728411066226,14.525208397507527,0.03499047413847497
265.6116488603665,1.0768988035707387,0.05270134519339226
336.6897594520793,12.68987547608036,0.02454328579524723
205.74516930049853,-5.760219535610549,0.03298198535313211
165.2961517251136,-6.299091873345716,0.010125564816393704
236.47475103036726,-3.7407213725919135,0.06895509949504716
73.26641686469213,10.528709057472426,0.029823156352278987
74.8534409262554,-1.0853101175397946,0.030307233798096918
326.0261596249043,-27.29611835219571,0.013268228334438574
317.854004349398,-21.18337556911755,0.03638220918331578
348.72138797119214,-26.73921277743236,0.08382452518705062
91.77155198175456,25.318709772267546,0.09448925620605385
321.9670603585102,-29.956283394848054,0.07241160090629334
191.78140598667903,26.265522175669346,0.025813380373739675
212.35474234889432,-12.913579557297563,0.06746247701062236
306.0245809703751,10.635026571500518,0.030559499825859746
235.01901314172866,-27.284331679535768,0.0736040940695314
235.24371040392901,19.685804320843907,0.041087291210254125
14.361249617280283,27.989331313462124,0.05275428430486687
70.68293666868148,-14.785412931196053,0.02517685674844475
225.16621264828464,3.4001062444930596,0.0927911839584486
145.81634077689858,-4.823806469298692,0.049935408923253925
124.57016355501236,11.26126531522889,0.07464605995850841
113.4413111517286,-25.027206208292554,0.03216937601808084
217.48223805249734,15.208834995745278,0.0199767351336003
305.0463851456043,-7.111908601892466,0.09787611926559386
173.27025179877404,-23.20309291476184,0.07625510732157822
324.9686957895267,-28.29713744149545,0.06262567088674514
211.33455867110942,20.00531241416308,0.08563883958999799
211.41081901256038,-14.708095807145403,0.07346053899330864
175.86860717317592,29.90693685161626,0.01687011081532315
11.57225509113153,-29.828048471049907,0.040503101276028866
223.29119398419823,-27.039292341291066,0.09123468347765826
121.6865595929771,-14.261105284258026,0.05779846712185994
103.97415970751383,16.57949206579265,0.07118526300553356
352.4578761399869,-2.136853713765479,0.08264357858438903
207.3945139624302,1.3537890615090618,0.07388559029606573
223.4784364717318,19.193054471386205,0.05096859810260078
33.46704388984055,11.821708050525302,0.06309493150827165
34.38307502236679,-23.239366080710997,0.03507815790120269
171.00670844375477,0.5397067479117155,0.06893135468380115
157.0851701490229,-21.732105036305445,0.04831666364809544
195.09351633401883,-13.499787560424316,0.08614572795631102
283.4056326163532,9.452104504950029,0.0928336141709778
202.63057884846128,26.42046895661357,0.07985620145964757
205.46613293000829,-4.911963352410041,0.07825655560137676
272.299501028522,-0.9546689086311986,0.03150463250735309
147.73038351270367,-16.266284022911712,0.08717023888502422
87.12410923151238,14.922586443642942,0.04295251339333896
126.52166555361711,9.693211262402485,0.014179912469771431
41.947731814410176,3.8270826542469862,0.03926082830337844
130.04905690516793,3.621384626775864,0.014428117232631224
42.23230795460487,10.345335717689728,0.07828086046171906
313.89162902191987,3.3677261771103773,0.0994925920634217
341.0669558721358,-5.198179228150373,0.08357053330689256
315.9126927848043,14.69324448148646,0.062018398016263555
290.1507466172837,-3.6378415181713635,0.07234712457686689
31.29681103921174,15.898566904829238,0.03651769482079453
298.6035238763417,5.216614643467885,0.07534535458228495
10.757882605439182,-15.994435596552925,0.05755557468687307
141.17356073607078,-22.71320776261786,0.06819694677391268
279.08166824161617,-2.8447373166530596,0.05072618381667155
92.82109716685154,-19.78059463875788,0.07702942093844874
113.6514485752692,-27.48295935141081,0.06895357554567745
240.89120049100495,2.901760375408088,0.06011209184599738
42.315347900448685,-17.477805166605542,0.013928165036103626
94.6545352356818,11.872786441599253,0.09655504422911962
300.71012069675703,-5.245330593617524,0.09418861194979679
63.77101726717956,-1.3438474483029097,0.04438735291856731
116.61522782717958,-28.222540840805046,0.09313733170450027
242.93189975277417,4.082014131750533,0.01675659181171378
310.1553479626377,13.161577940694848,0.09713285167176829
9.735048391176292,20.475093809818674,0.06393688816142297
142.22284364503167,-21.835711881274257,0.03395995099753406
28.90990428453751,-26.734249580674103,0.045633593400701805
78.42829739032369,-6.234289621309674,0.0506952055811048
47.20526976287981,24.43913355311266,0.07615934080246824
135.84316461764183,-23.418875660263566,0.03681638515241517
29.437929660863333,-0.20037406833005633,0.044583917890395196
106.20440492417652,-2.1692040117788522,0.05709762427092919
60.679036086552905,-16.443668196872565,0.042239800829862804
216.12885278177112,0.29060382676598806,0.04660389459680349
207.13231222232915,3.568107480662519,0.07293268980351482
8.54220324455719,-14.74818338827973,0.04440809861948809
346.80986715051273,15.62165897426275,0.04253694262067533
0.8769364081094366,-29.441192637958014,0.044419610704269176
294.8440040989851,-13.965718932393678,0.025695442333664352
202.5545938580056,20.39458477819249,0.01172984365366949
321.3824784333817,10.789780339374104,0.08351072820941004
151.3712529823424,-4.201529056869589,0.06832271479319808
119.50609457560057,14.945248475003964,0.08118214356023254
234.81116279188015,-11.38786309951826,0.09108347176609244
46.7874509234463,16.155759876767284,0.032743392586288084
237.06757876159458,-27.533658659063395,0.06305154803327653
232.6544379160686,-8.852270333308404,0.03153470284699347
39.3141524733137,-19.45619512693655,0.07564674830234415
351.6856204319332,-22.105456402127892,0.052978115333667676
60.14600470471936,-13.05411294953813,0.01319686022104565
102.07818087239664,-0.9166529735383051,0.05037763992692497
332.83556172267504,-22.7018736946484,0.039134882592431655
203.33898948512524,-11.860629706937825,0.03796677851437313
151.01833264080054,-3.2217741315679334,0.06416101055055631
140.61185000192,20.917233265134634,0.0178345724787496
238.70323806794772,25.956445679434687,0.08487266839592023
245.5804985415804,-1.8342563665130172,0.019204746112946584
26.16129180769693,2.967404489345377,0.04156298556497536
